person_id,gender,year_of_birth,person_of_color,education_level,city_of_residence,scholarship_recipient,previous_job_experience,pre_training_wage,training_start_date,training_status,training_end_date,training_type,exit_status,classroom_or_online,job_placement_date,hiring_job_title,hiring_company,starting_wage,second_job_placement_date,second_job_title,second_job_company,second_starting_wage
S-135,Female,1969,unreported,Bachelors,Eden Prairie,yes,Contractor,12.74,21/05/2017,Withdrew,11/12/2017,IT Fundamentals,Health/Medical,Classroom,21/05/2018,IT Support,Bind Benefits,29.37,,,,
P-136,Other,1992,no,Graduate and Beyond,Minneapolis,yes,Support,11.44,30/12/2015,Withdrew,23/03/2016,QA,Health/Medical,Online,19/12/2016,Junior Designer,Merrill Corporation,31.10,,,,
T-137,Female,1992,unreported,Some College,Eden Prairie,no,Supervisor,9.95,08/03/2015,Withdrew,05/11/2015,QA,Incarcerated,Online,15/03/2016,Temp Developer,Osborn 370,31.60,,,,
T-138,Female,1975,unreported,HS/GED,Edina,no,Temp,10.33,02/06/2016,Withdrew,02/10/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,11/06/2017,Programmer,Aftercode,24.03,,,,
C-139,Male,1963,no,Some College,Robbinsdale,yes,,15.66,11/08/2015,Graduated,10/02/2016,QA,Incarcerated,Online,24/03/2016,Web Developer,Loup Ventures,27.20,,,,
C-140,Female,1956,unreported,Graduate and Beyond,Edina,yes,Associate,10.52,15/05/2016,Removed,23/08/2016,QA,Institutionalized,Classroom,13/06/2017,Programmer,Osborn 370,27.95,,,,
J-141,Female,1991,yes,Bachelors,St. Paul,no,Supervisor,12.98,24/07/2017,Removed,21/12/2017,IT Fundamentals,Entered Military,Online,05/05/2018,Temp Designer,Apple,24.39,,,,
C-142,Male,1972,no,Bachelors,Roseville,yes,Contractor,14.54,20/03/2017,Graduated,09/05/2017,IT Fundamentals,Institutionalized,Classroom,16/12/2017,Junior Designer,Loup Ventures,25.58,,,,
Y-143,Other,1966,unreported,Some College,Brooklyn Center,yes,Support,12.43,10/10/2017,Removed,18/06/2018,QA,Health/Medical,Classroom,,,,,,,,
C-144,Unreported,1992,yes,Associates,Eden Prairie,yes,Supervisor,9.14,15/11/2015,Removed,04/01/2016,IT Fundamentals,Entered Employment,Classroom,16/10/2016,Junior Developer,Upsie,30.37,27/03/2017,Designer,Aftercode,24.32
M-145,Male,1952,yes,Graduate and Beyond,Roseville,no,,11.95,24/08/2016,Removed,09/05/2017,IT Fundamentals,Enrolled in Additional Training,Classroom,20/01/2018,Programmer,Nerdery,24.27,,,,
T-146,Other,1985,no,HS/GED,Plymouth,yes,Associate,11.37,19/02/2017,Removed,02/06/2017,IT Fundamentals,Entered Military,Classroom,19/04/2018,Temp Developer,Aftercode,28.23,,,,
J-147,Female,1974,yes,Graduate and Beyond,Edina,no,Supervisor,14.82,31/01/2017,Graduated,07/05/2017,QA,Health/Medical,Online,19/05/2018,Junior Developer,Bite Squad,28.73,,,,
T-148,Other,1987,yes,Associates,Brooklyn Center,no,Cashier,9.19,04/01/2017,Withdrew,03/07/2017,UX,Institutionalized,Online,04/11/2017,Designer,Branch Messenger,25.96,,,,
S-149,Other,1964,yes,HS/GED,St. Paul,no,Representative,14.12,15/12/2015,Removed,15/05/2016,IT Fundamentals,Entered Employment,Online,14/01/2017,Web Developer,Google,27.92,,,,
M-150,Male,1998,unreported,Some College,Roseville,no,Supervisor,10.65,07/07/2015,Withdrew,01/01/2016,QA,Entered Employment,Classroom,01/10/2016,IT Support,Great North Labs,24.86,05/04/2017,Junior Developer,Bright Health,30.23
Y-151,Unreported,1983,unreported,Associates,Eden Prairie,yes,,12.07,01/02/2016,Graduated,07/11/2016,QA,Institutionalized,Online,11/05/2017,Designer,Branch Messenger,25.07,,,,
C-152,Female,1959,yes,Graduate and Beyond,Eden Prairie,yes,Contractor,11.66,08/09/2015,Removed,08/03/2016,UX,Incarcerated,Online,23/08/2016,Junior Designer,Bite Squad,24.57,,,,
C-153,Female,1964,no,Associates,Plymouth,no,,9.65,20/07/2015,Graduated,02/11/2015,IT Fundamentals,Entered Military,Online,07/12/2015,Temp Designer,Upsie,27.06,,,,
P-154,Female,1986,no,HS/GED,Roseville,yes,Supervisor,10.39,30/08/2015,Withdrew,05/10/2015,UX,Entered Employment,Classroom,02/11/2015,Temp Developer,Bind Benefits,26.98,,,,
Y-155,Other,1995,yes,Bachelors,Brooklyn Center,no,Supervisor,9.05,28/11/2016,Removed,06/08/2017,IT Fundamentals,Institutionalized,Online,14/11/2017,Designer,Bright Health,30.01,,,,
M-156,Unreported,1972,unreported,Some College,Brooklyn Center,no,Support,10.90,03/07/2015,Graduated,25/11/2015,IT Fundamentals,Enrolled in Additional Training,Classroom,07/05/2016,Web Developer,Bright Health,31.04,,,,
C-157,Male,1953,no,Some College,Edina,no,Temp,11.21,09/12/2016,Graduated,11/07/2017,QA,Enrolled in Additional Training,Classroom,04/10/2017,Temp Developer,Aftercode,28.81,,,,
Y-158,Male,2001,yes,Some College,Robbinsdale,no,Representative,9.56,19/12/2015,Graduated,09/07/2016,QA,Health/Medical,Online,23/05/2017,Web Developer,Apple,30.00,27/10/2017,Web Developer,Bind Benefits,26.18
Y-159,Female,2001,unreported,Associates,Edina,yes,Support,15.90,03/01/2017,Graduated,09/10/2017,QA,Incarcerated,Online,,,,,,,,
M-160,Unreported,1962,no,HS/GED,Edina,yes,Supervisor,11.71,10/06/2017,Withdrew,07/10/2017,IT Fundamentals,Enrolled in Additional Training,Online,12/01/2018,Junior Engineer,Merrill Corporation,25.30,,,,
T-161,Other,1961,no,Bachelors,St. Paul,no,Contractor,11.29,18/05/2015,Removed,10/10/2015,IT Fundamentals,Incarcerated,Classroom,03/12/2015,Temp Developer,Bright Health,26.79,,,,
T-162,Unreported,1965,no,HS/GED,Roseville,no,,15.44,12/08/2017,Graduated,14/02/2018,UX,Entered Employment,Classroom,13/10/2018,Junior Developer,Great North Labs,30.14,02/05/2019,Junior Designer,Apple,29.73
J-163,Male,1976,unreported,Bachelors,Roseville,yes,Temp,9.29,29/09/2017,Graduated,02/05/2018,IT Fundamentals,Incarcerated,Classroom,,,,,,,,
T-164,Male,1999,unreported,Bachelors,Robbinsdale,no,,9.15,09/11/2017,Removed,19/05/2018,QA,Entered Military,Online,,,,,,,,
C-165,Male,1996,no,Some College,Eden Prairie,yes,Associate,13.93,01/11/2017,Graduated,20/07/2018,UX,Entered Employment,Classroom,06/10/2018,Junior Designer,Loup Ventures,26.48,08/06/2019,Junior Designer,Bind Benefits,31.09
C-166,Unreported,1989,unreported,Associates,Edina,no,Contractor,12.85,30/01/2017,Removed,14/07/2017,QA,Health/Medical,Online,06/07/2018,Temp Developer,Bind Benefits,30.95,,,,
J-167,Other,1991,yes,Associates,Minneapolis,yes,Associate,13.03,08/06/2017,Withdrew,24/02/2018,UX,Enrolled in Additional Training,Classroom,07/02/2019,Project Manager,Great North Labs,29.72,,,,
P-168,Male,1965,no,HS/GED,Eden Prairie,no,Associate,13.43,02/07/2016,Withdrew,18/01/2017,UX,Health/Medical,Classroom,26/11/2017,Junior Designer,Nerdery,27.49,10/04/2018,IT Support,Microsoft,27.44
C-169,Unreported,1986,yes,HS/GED,Plymouth,no,Manager,15.12,14/09/2015,Withdrew,17/05/2016,IT Fundamentals,Enrolled in Additional Training,Online,11/11/2016,Temp Developer,Microsoft,27.66,,,,
M-170,Other,1986,no,Some College,Roseville,no,Contractor,13.70,16/12/2016,Removed,01/09/2017,IT Fundamentals,Institutionalized,Classroom,07/12/2017,Project Manager,Great North Labs,30.38,,,,
C-171,Other,2000,unreported,Graduate and Beyond,Minneapolis,no,Temp,15.91,18/03/2015,Removed,22/09/2015,QA,Entered Employment,Online,02/08/2016,Junior Developer,Code 42,28.74,,,,
J-172,Female,1997,yes,Associates,Plymouth,yes,Manager,12.48,22/07/2017,Removed,03/04/2018,UX,Entered Military,Online,15/07/2018,Junior Developer,Aftercode,31.43,,,,
Y-173,Male,1965,yes,Graduate and Beyond,Brooklyn Center,yes,Support,14.58,26/02/2017,Removed,13/10/2017,QA,Incarcerated,Online,02/01/2018,IT Support,Code 42,29.16,,,,
C-174,Unreported,1980,no,Associates,Roseville,yes,Representative,15.63,11/10/2015,Withdrew,22/05/2016,IT Fundamentals,Institutionalized,Online,19/03/2017,Junior Designer,Loup Ventures,28.30,,,,
P-175,Female,1953,no,HS/GED,Plymouth,no,Contractor,13.74,12/01/2017,Removed,01/04/2017,UX,Entered Military,Online,26/07/2017,Designer,Google,30.80,,,,
J-176,Female,1982,yes,Bachelors,Plymouth,yes,Manager,14.75,16/04/2015,Withdrew,20/10/2015,IT Fundamentals,Entered Employment,Online,19/12/2015,IT Support,Bite Squad,29.22,26/11/2016,Project Manager,Great North Labs,24.09
C-177,Unreported,1963,yes,Bachelors,Plymouth,yes,Temp,12.04,18/08/2016,Removed,28/11/2016,QA,Enrolled in Additional Training,Online,10/09/2017,Junior Designer,Merrill Corporation,26.26,,,,
P-178,Female,1956,unreported,HS/GED,Roseville,yes,Representative,10.59,03/10/2016,Graduated,10/04/2017,UX,Entered Military,Online,13/11/2017,Web Developer,Bind Benefits,31.44,,,,
C-179,Unreported,1983,yes,HS/GED,Brooklyn Center,yes,Employee,10.30,22/04/2016,Withdrew,24/12/2016,UX,Health/Medical,Classroom,10/02/2017,Temp Designer,Microsoft,31.03,,,,
P-180,Other,1985,unreported,HS/GED,Roseville,no,Team Member,15.06,09/09/2016,Graduated,06/11/2016,UX,Health/Medical,Classroom,16/08/2017,IT Support,Merrill Corporation,31.15,,,,
S-181,Male,1985,unreported,Graduate and Beyond,Edina,yes,Associate,9.53,22/03/2015,Removed,25/11/2015,UX,Entered Employment,Classroom,02/06/2016,Designer,Osborn 370,26.95,,,,
C-182,Male,1963,yes,Some College,Edina,no,,14.44,28/10/2016,Withdrew,08/12/2016,QA,Health/Medical,Classroom,06/08/2017,Developer,Nerdery,26.89,12/09/2017,Junior Developer,Upsie,25.25
S-183,Female,1952,unreported,Some College,Eden Prairie,no,Team Member,10.26,10/07/2016,Removed,18/12/2016,IT Fundamentals,Entered Employment,Online,11/03/2017,Junior Designer,Bright Health,30.51,,,,
S-184,Female,1982,unreported,Graduate and Beyond,Eden Prairie,no,Representative,10.48,22/05/2015,Graduated,14/10/2015,QA,Enrolled in Additional Training,Online,24/02/2016,Designer,Bind Benefits,27.39,,,,
J-185,Unreported,1988,unreported,Some College,Brooklyn Center,no,Team Member,13.20,03/12/2015,Removed,26/02/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,14/09/2016,Junior Developer,Bite Squad,28.04,,,,
J-186,Other,1959,yes,HS/GED,Minneapolis,no,Cashier,11.49,13/04/2016,Removed,14/11/2016,QA,Enrolled in Additional Training,Online,07/05/2017,Programmer,Google,24.12,,,,
C-187,Female,1982,no,Associates,Eden Prairie,yes,Contractor,9.82,07/11/2017,Withdrew,18/06/2018,QA,Health/Medical,Classroom,,,,,,,,
J-188,Male,1958,unreported,Graduate and Beyond,Edina,no,Employee,13.24,04/10/2015,Withdrew,19/07/2016,IT Fundamentals,Entered Military,Classroom,03/05/2017,Programmer,Great North Labs,26.51,,,,
S-189,Female,1995,yes,Bachelors,Plymouth,no,Employee,12.89,27/11/2015,Graduated,08/03/2016,UX,Entered Military,Classroom,22/06/2016,Junior Engineer,Nerdery,27.26,07/12/2016,Temp Developer,Upsie,28.24
C-190,Unreported,1962,yes,Bachelors,Edina,yes,Contractor,9.41,06/11/2015,Withdrew,26/04/2016,IT Fundamentals,Incarcerated,Online,09/05/2016,Web Developer,Google,26.47,02/10/2016,Programmer,Aftercode,25.28
J-191,Female,1957,no,Bachelors,Minneapolis,yes,,9.42,17/10/2016,Withdrew,07/02/2017,IT Fundamentals,Entered Military,Classroom,22/01/2018,Junior Engineer,Foodsby,27.35,14/12/2018,Programmer,Great North Labs,31.45
C-192,Male,1980,yes,Some College,Minneapolis,no,Representative,10.73,15/04/2016,Removed,07/08/2016,IT Fundamentals,Health/Medical,Online,02/04/2017,Junior Engineer,Branch Messenger,25.59,,,,
P-193,Unreported,1969,yes,Bachelors,Brooklyn Center,no,Associate,13.40,13/07/2016,Graduated,05/09/2016,IT Fundamentals,Institutionalized,Online,02/04/2017,Temp Developer,Osborn 370,25.42,,,,
Y-194,Unreported,1982,no,Graduate and Beyond,Roseville,no,Cashier,12.98,17/05/2015,Removed,03/10/2015,UX,Entered Employment,Online,06/01/2016,Junior Designer,Branch Messenger,29.42,,,,
T-195,Other,1983,yes,Associates,Robbinsdale,yes,Manager,9.53,25/03/2016,Removed,06/11/2016,IT Fundamentals,Health/Medical,Online,07/04/2017,Project Manager,Code 42,31.45,,,,
M-196,Male,1974,yes,Associates,Edina,yes,Employee,9.59,12/03/2017,Removed,25/07/2017,QA,Entered Employment,Online,03/05/2018,Junior Developer,Upsie,27.10,20/09/2018,Developer,Bright Health,27.26
J-197,Female,1980,yes,Graduate and Beyond,Eden Prairie,yes,Temp,15.90,11/10/2016,Removed,26/07/2017,UX,Enrolled in Additional Training,Classroom,16/04/2018,Programmer,Loup Ventures,31.18,,,,
C-198,Male,1993,no,Associates,Plymouth,yes,Contractor,12.08,14/04/2015,Withdrew,05/11/2015,QA,Institutionalized,Classroom,04/06/2016,Designer,Great North Labs,25.23,08/07/2016,Temp Developer,Microsoft,29.47
S-199,Female,1982,no,Graduate and Beyond,Edina,no,Support,10.85,07/03/2015,Withdrew,02/12/2015,IT Fundamentals,Entered Employment,Classroom,12/06/2016,Programmer,Bite Squad,28.63,,,,
M-200,Other,1983,no,Associates,Eden Prairie,yes,,9.61,01/10/2016,Graduated,09/12/2016,UX,Incarcerated,Online,02/07/2017,Junior Developer,Loup Ventures,27.23,,,,
P-201,Other,1951,unreported,Some College,Minneapolis,yes,Cashier,14.36,04/09/2016,Graduated,13/11/2016,UX,Entered Military,Online,20/09/2017,Project Manager,Google,28.16,,,,
T-202,Female,1954,no,Bachelors,St. Paul,yes,Cashier,9.01,17/04/2015,Removed,27/01/2016,UX,Health/Medical,Online,15/02/2016,Programmer,Upsie,28.24,18/05/2016,Temp Designer,Loup Ventures,25.37
C-203,Other,1994,no,Bachelors,Roseville,yes,Supervisor,10.00,16/10/2016,Removed,24/12/2016,UX,Health/Medical,Online,25/01/2017,Programmer,Bind Benefits,31.44,,,,
J-204,Male,1992,no,HS/GED,Minneapolis,yes,Representative,14.20,24/04/2017,Graduated,23/10/2017,UX,Enrolled in Additional Training,Online,,,,,,,,
T-205,Unreported,1955,unreported,Bachelors,Brooklyn Center,no,Cashier,14.40,21/09/2016,Graduated,18/01/2017,QA,Entered Military,Online,17/09/2017,Junior Engineer,Branch Messenger,27.65,01/04/2018,Developer,Bite Squad,25.58
J-206,Unreported,1997,yes,Associates,Plymouth,yes,,13.79,17/02/2015,Removed,20/08/2015,IT Fundamentals,Enrolled in Additional Training,Classroom,12/04/2016,Designer,Upsie,30.61,,,,
T-207,Unreported,1986,no,Associates,Edina,no,Manager,13.36,02/06/2016,Removed,01/01/2017,UX,Incarcerated,Classroom,04/03/2017,Junior Engineer,Osborn 370,28.12,,,,
J-208,Male,1966,no,Graduate and Beyond,Robbinsdale,no,Manager,13.05,17/07/2017,Withdrew,02/02/2018,QA,Entered Employment,Classroom,,,,,,,,
C-209,Other,1961,yes,HS/GED,St. Paul,no,Support,13.91,19/02/2017,Graduated,12/07/2017,UX,Enrolled in Additional Training,Online,10/02/2018,Junior Engineer,Bind Benefits,28.39,,,,
C-210,Unreported,1989,unreported,Associates,Brooklyn Center,yes,,11.45,14/01/2016,Graduated,14/03/2016,IT Fundamentals,Institutionalized,Classroom,27/07/2016,Designer,Bind Benefits,28.25,,,,
Y-211,Male,1951,yes,Some College,Minneapolis,yes,,11.06,07/11/2017,Removed,01/01/2018,IT Fundamentals,Institutionalized,Online,22/03/2018,Designer,Upsie,28.66,,,,
C-212,Unreported,1968,yes,Graduate and Beyond,St. Paul,yes,,9.07,16/01/2015,Removed,18/08/2015,QA,Health/Medical,Classroom,19/12/2015,Junior Engineer,Loup Ventures,28.54,15/02/2016,Project Manager,Code 42,27.85
M-213,Unreported,1950,yes,HS/GED,Minneapolis,yes,Contractor,15.08,30/03/2016,Removed,09/11/2016,IT Fundamentals,Entered Employment,Classroom,06/03/2017,Developer,Bite Squad,29.52,,,,
S-214,Unreported,1981,unreported,Bachelors,Brooklyn Center,no,Associate,14.37,22/06/2017,Removed,05/11/2017,UX,Health/Medical,Online,14/10/2018,IT Support,Osborn 370,24.89,,,,
T-215,Female,1965,unreported,Some College,Roseville,no,Manager,11.26,03/12/2015,Graduated,22/05/2016,UX,Institutionalized,Online,18/08/2016,IT Support,Loup Ventures,24.29,,,,
M-216,Male,1970,no,Associates,St. Paul,no,Cashier,10.17,18/08/2017,Withdrew,26/02/2018,UX,Incarcerated,Online,13/01/2019,Junior Designer,Upsie,25.77,16/03/2019,Designer,Nerdery,27.30
J-217,Male,1987,yes,Bachelors,Minneapolis,yes,Contractor,10.66,10/04/2017,Graduated,06/08/2017,IT Fundamentals,Entered Military,Online,16/09/2017,Web Developer,Aftercode,30.21,,,,
Y-218,Female,1963,unreported,Associates,Roseville,no,Temp,13.08,14/03/2015,Removed,28/12/2015,QA,Incarcerated,Classroom,25/01/2016,Junior Designer,Upsie,24.46,,,,
M-219,Other,1996,no,HS/GED,Robbinsdale,no,Representative,15.21,22/08/2015,Removed,25/03/2016,UX,Entered Employment,Online,10/08/2016,Web Developer,Merrill Corporation,29.61,25/12/2016,IT Support,Foodsby,24.81
P-220,Male,1994,no,Some College,Brooklyn Center,no,Employee,12.51,07/12/2016,Removed,22/06/2017,UX,Institutionalized,Online,13/05/2018,Junior Engineer,Great North Labs,25.03,,,,
Y-221,Unreported,1955,yes,Bachelors,Roseville,yes,Temp,14.65,20/10/2015,Graduated,18/07/2016,IT Fundamentals,Health/Medical,Classroom,13/02/2017,Junior Designer,Google,25.19,08/11/2017,Web Developer,Great North Labs,24.33
T-222,Other,1967,unreported,HS/GED,Minneapolis,yes,Contractor,13.00,17/02/2016,Withdrew,10/10/2016,UX,Health/Medical,Classroom,03/06/2017,Junior Engineer,Great North Labs,28.88,13/10/2017,Web Developer,Bright Health,27.75
C-223,Other,1977,yes,Some College,Edina,yes,Support,14.33,29/12/2017,Graduated,08/08/2018,UX,Enrolled in Additional Training,Classroom,07/09/2018,Designer,Nerdery,29.65,,,,
S-224,Unreported,1991,yes,Some College,Robbinsdale,no,Manager,13.75,06/07/2017,Withdrew,27/12/2017,QA,Entered Military,Online,,,,,,,,
C-225,Female,1994,no,Associates,Plymouth,yes,,14.57,18/08/2015,Graduated,16/03/2016,UX,Incarcerated,Classroom,12/01/2017,Designer,Foodsby,28.03,,,,
C-226,Male,1950,unreported,Associates,Brooklyn Center,no,Supervisor,12.99,07/01/2015,Graduated,11/08/2015,QA,Entered Employment,Online,02/07/2016,Junior Developer,Google,29.81,,,,
T-227,Unreported,1950,unreported,Bachelors,Minneapolis,yes,Representative,10.75,29/01/2015,Removed,08/09/2015,IT Fundamentals,Institutionalized,Online,26/02/2016,Junior Designer,Osborn 370,29.32,,,,
Y-228,Other,2000,no,HS/GED,Minneapolis,no,Contractor,9.16,26/02/2016,Removed,12/07/2016,QA,Health/Medical,Online,10/10/2016,Programmer,Great North Labs,26.12,,,,
Y-229,Female,1975,yes,Associates,Roseville,no,Team Member,12.97,20/06/2015,Withdrew,20/02/2016,QA,Health/Medical,Classroom,19/12/2016,Junior Designer,Great North Labs,26.89,20/10/2017,Web Developer,Merrill Corporation,26.91
Y-230,Female,1983,no,HS/GED,Brooklyn Center,no,Support,12.35,12/02/2016,Graduated,06/08/2016,QA,Enrolled in Additional Training,Online,22/06/2017,Designer,Apple,30.57,,,,
S-231,Male,1988,yes,HS/GED,Minneapolis,yes,Cashier,14.56,12/12/2017,Withdrew,27/03/2018,QA,Enrolled in Additional Training,Online,11/12/2018,Project Manager,Great North Labs,31.03,,,,
Y-232,Other,1997,yes,Bachelors,Plymouth,yes,Team Member,11.05,05/12/2017,Withdrew,16/09/2018,QA,Institutionalized,Classroom,13/04/2019,IT Support,Loup Ventures,30.56,24/07/2019,Junior Designer,Branch Messenger,26.09
S-233,Unreported,1984,yes,Associates,Plymouth,yes,Supervisor,12.01,19/03/2015,Graduated,14/09/2015,UX,Health/Medical,Classroom,20/09/2016,Junior Developer,Code 42,31.35,,,,
C-234,Female,1980,no,Graduate and Beyond,Edina,yes,,12.46,06/12/2016,Removed,18/03/2017,UX,Incarcerated,Classroom,05/02/2018,Temp Designer,Google,25.31,,,,
P-235,Male,1975,yes,Graduate and Beyond,St. Paul,yes,Team Member,10.30,28/11/2017,Withdrew,19/02/2018,QA,Entered Employment,Classroom,20/01/2019,Designer,Branch Messenger,29.77,,,,
M-236,Male,1967,unreported,Associates,Edina,no,,12.39,09/02/2015,Removed,04/04/2015,QA,Institutionalized,Online,08/04/2016,Junior Designer,Branch Messenger,30.08,,,,
P-237,Female,1960,unreported,Some College,Robbinsdale,no,Temp,10.83,24/11/2016,Graduated,13/06/2017,UX,Institutionalized,Classroom,03/08/2017,Web Developer,Nerdery,29.26,04/07/2018,Temp Designer,Nerdery,24.66
Y-238,Other,1973,unreported,Some College,Edina,yes,Temp,13.93,12/11/2015,Graduated,07/01/2016,UX,Health/Medical,Online,12/12/2016,Junior Designer,Bright Health,31.83,,,,
T-239,Female,1952,yes,Some College,Minneapolis,yes,Manager,10.13,22/01/2015,Removed,27/10/2015,IT Fundamentals,Incarcerated,Online,14/09/2016,Junior Designer,Foodsby,26.96,15/10/2016,Junior Designer,Apple,30.24
Y-240,Other,1973,yes,Bachelors,Roseville,no,Temp,9.83,30/11/2017,Withdrew,28/03/2018,IT Fundamentals,Enrolled in Additional Training,Classroom,01/11/2018,Programmer,Code 42,29.43,,,,
P-241,Other,1973,no,HS/GED,Edina,yes,Contractor,15.15,11/08/2015,Graduated,16/10/2015,IT Fundamentals,Enrolled in Additional Training,Online,19/07/2016,Programmer,Bright Health,28.46,,,,
P-242,Unreported,1998,yes,Associates,Roseville,yes,Support,13.58,18/03/2017,Withdrew,28/12/2017,QA,Entered Employment,Classroom,07/12/2018,Programmer,Apple,31.03,12/08/2019,Junior Developer,Apple,28.81
Y-243,Male,1951,yes,Bachelors,Eden Prairie,no,Representative,13.15,21/09/2015,Graduated,12/03/2016,IT Fundamentals,Incarcerated,Classroom,19/03/2017,Web Developer,Bite Squad,25.08,08/02/2018,Junior Designer,Bright Health,25.93
M-244,Unreported,1974,no,Graduate and Beyond,Plymouth,no,Temp,12.54,08/11/2017,Withdrew,17/07/2018,IT Fundamentals,Incarcerated,Classroom,01/08/2018,Programmer,Upsie,26.31,,,,
M-245,Male,1982,unreported,Bachelors,Plymouth,yes,Contractor,11.40,17/05/2017,Graduated,18/09/2017,QA,Entered Military,Online,01/10/2017,Project Manager,Microsoft,29.61,,,,
S-246,Unreported,1961,yes,HS/GED,Edina,yes,Manager,11.13,08/05/2015,Graduated,10/02/2016,IT Fundamentals,Institutionalized,Online,15/02/2017,Junior Engineer,Aftercode,29.51,27/09/2017,Junior Developer,Osborn 370,30.20
